filename,ai_generated,real
24569_png.rf.42173b0e3e22b86c21f3395ca91e06c5.jpg,1,0
000001-114-_png.rf.bc2735bbd7b1575b7c99a7cb54c93db0.jpg,0,1
20391_png.rf.a5d4328bb71f861b97267a122d891490.jpg,1,0
000001-4225-_jpg.rf.e1dd3eb0b643bd8180b3c7fe936ed492.jpg,0,1
20881_png.rf.7d0eb154d38016956e7c4efa4c704d2f.jpg,1,0
22142_png.rf.d6e10581242f0bc832114bae7595acee.jpg,1,0
000001-4879-_jpg.rf.aa81b66fdd7e1ef65f1ea757534ad8e2.jpg,0,1
000001-8881-_jpg.rf.14ad604375255b2131eb2111a2e8513a.jpg,0,1
000001-5438-_jpg.rf.efa067c715fbdf5d83440eaba260e4c5.jpg,0,1
000001-178-_png.rf.58ee6ba574d45fe3858e372f9c5d72a9.jpg,0,1
000001-7944-_jpg.rf.07a8b18c5a108f5837085342f3acfca2.jpg,0,1
1985_jpg.rf.7baaf8631721ff2dd93c5d5885e7bad3.jpg,0,1
000001-12303-_jpg.rf.43070646f2c59200a770346b10b0e491.jpg,0,1
000001-7603-_jpg.rf.c7d6bef5426674c2caf91450c3f67c3d.jpg,0,1
1817_jpg.rf.459ab22ed63e2a9511945031449f12a3.jpg,1,0
000001-13650-_jpg.rf.0a0900973534dd23fed9392b9aa0bf80.jpg,0,1
000001-10846-_jpg.rf.71f91e98fe0f69da37acad94f1b10e24.jpg,0,1
000001-9531-_jpg.rf.ed31f48191d1d9de983f5b0f7d78e261.jpg,0,1
000001-8385-_jpg.rf.cc4930c9610213e92bd28d15171bebb2.jpg,0,1
000001-12923-_jpg.rf.a98b67ac4aa179f8a0d1f419c0a88ef8.jpg,0,1
000001-4388-_jpg.rf.799819b7f02667b9a15aa124d6b719ae.jpg,0,1
000001-11611-_jpg.rf.a5927fd606be4201ef9aba3023a976e3.jpg,0,1
17824_png.rf.8d8b56b9e14580f92b92a175cbd0e74c.jpg,1,0
24344_png.rf.aad0a7b859686a8f0a8d6a27b9b3d53e.jpg,1,0
608_jpg.rf.d78503066571ab081d8337b029417f69.jpg,0,1
000001-8924-_jpg.rf.5c5a3eec5244d6cf611a5fe6f288a70a.jpg,0,1
000001-10910-_jpg.rf.9fd838c00997ea0b6d76224632f0a384.jpg,0,1
13320_png.rf.a6afaec3ec5e335d3276751ceeeb6752.jpg,1,0
11279_jpg.rf.5658be6c1db9e312d9364b3574c7708a.jpg,1,0
000001-8967-_jpg.rf.17fcb3f25ee922929768497deef8faac.jpg,0,1
18772_png.rf.740368e99b10b8fcd4563e8bb9f8eb3c.jpg,1,0
19462_png.rf.42eb0644489b994e42b525af0410dc81.jpg,1,0
17327_png.rf.82b90add30114c51480f27c5fa1cebb2.jpg,1,0
2595_jpg.rf.432ddd33e24b330240d8e09ab05db1b7.jpg,0,1
10995_jpg.rf.f739fd3bfda85bb91e583bb7457d4945.jpg,1,0
000001-3656-_jpg.rf.5552a89a32540f98b38841f027a83f8c.jpg,0,1
22510_png.rf.4fda5c60bd8c959ed1faa0cb110d37d4.jpg,1,0
13802_png.rf.a9a5127cbcab5675e35cbcf4574068b5.jpg,1,0
18603_png.rf.2671e75191fbb9fb843aad0221b4880b.jpg,1,0
25092_png.rf.56bb84030c2e61b8600e94713e081cb0.jpg,1,0
000001-8425-_jpg.rf.d9649cd970cce46bb0464ec737a350a5.jpg,0,1
14477_png.rf.4281aa930717f07d9cad46bb2214641f.jpg,1,0
19947_png.rf.6b38961467633b8b2e8cffcd4c8b5ad4.jpg,1,0
000001-6400-_jpg.rf.829a3c7bebf24b7a6032188288aa8f7c.jpg,0,1
000001-2513-_jpg.rf.437e3f88d97eb5369eb014e15633e73c.jpg,0,1
000001-11164-_jpg.rf.f8ca05cb3376345801ccff40d1f7552e.jpg,0,1
000001-11236-_jpg.rf.323ee37647cd5eb94e7ff4a0b2faefd4.jpg,0,1
3094_jpg.rf.4d2d3b9db75e9dda8af0e6dd3bbca5be.jpg,1,0
24519_png.rf.764909ee2e26d70633caf2e305203221.jpg,1,0
000001-11755-_jpg.rf.8fbc32646d073830d96832c5fa61c5fa.jpg,0,1
000001-4395-_jpg.rf.1a9f64bc56c30c0c5d0969816f045537.jpg,0,1
19234_png.rf.13c7e3b75350312392e769a08590f928.jpg,1,0
000001-9656-_jpg.rf.99eb5c9ca9af8e4047abbc764b12cde2.jpg,0,1
11269_jpg.rf.a4b1b68e67cc6e8054089dca2ee9fde8.jpg,1,0
000001-7111-_jpg.rf.c3a9b2a7001a68d0a681589de369086e.jpg,0,1
627_jpg.rf.31a94160a21f182d44fda957011fc3cd.jpg,0,1
2308_jpg.rf.97a8664f08a3186ce7e14cf41d24fd57.jpg,0,1
24421_png.rf.ba2d4f25108de996729f1e6f8126a8e8.jpg,1,0
000001-6278-_jpg.rf.f178934a706227aca34cff99ffc59dc5.jpg,0,1
17941_png.rf.567e9045351e46485b7ca5f9a5fb7d06.jpg,1,0
12779_jpg.rf.d504931247d5e5a444f6152f408b4a23.jpg,1,0
20295_png.rf.b907d25f65fa844e317a5e006b54c8a9.jpg,1,0
000001-5388-_jpg.rf.6535f9063dc27cf13cd3c934b409b9c6.jpg,0,1
000001-5643-_jpg.rf.4dba1fd146f879d2eed949901da95cb6.jpg,0,1
15315_png.rf.c7d2b8b69a4e6c4eb62072662513c7da.jpg,1,0
000001-722-_bmp.rf.4ade17b6e21708a16cf43182b95d065b.jpg,0,1
13455_png.rf.0b73a30f9f212b9f438b6e5728f7ea9a.jpg,1,0
14054_png.rf.554d71d1ad2ec6ef261d070d83f37d63.jpg,1,0
000001-13922-_jpg.rf.2ad3e830ae0e4240115ed2974d6225e3.jpg,0,1
000001-8199-_jpg.rf.eb8396836f28d32b3e6cbce50683e7bf.jpg,0,1
000001-3325-_jpg.rf.34854fd20b97bb51d6e9e2f10b010b68.jpg,0,1
000001-13828-_jpg.rf.3366ec523cdd6557be748026185e4562.jpg,0,1
000001-93-_bmp.rf.ae7777da7a9c80461621b76c46b0ffbf.jpg,0,1
10983_jpg.rf.6b9fc4b1d3d0ae3cba681c8565c61d27.jpg,1,0
20618_png.rf.1042a1f72ee382150f7e02fa6fff916f.jpg,1,0
2210_jpg.rf.c577dd55453e40454f9c77cace1b2d91.jpg,1,0
000001-12434-_jpg.rf.5ab9df3b8f26e82259c7bba5fea4998a.jpg,0,1
000001-13046-_jpg.rf.34e8afcf6b6087d54441f1b78e5db0fa.jpg,0,1
22924_png.rf.b04c23c52d5e302379882c570a39cc38.jpg,1,0
000001-1418-_jpg.rf.814ea7188004b3a1b99be8b8c75ccaeb.jpg,0,1
000001-2288-_jpg.rf.c3e820eaa6dd7d805dd401a7994c8f9f.jpg,0,1
000001-3539-_jpg.rf.62bdf962edddc069688abac2695021b3.jpg,0,1
16091_png.rf.b101f5d200fd41c546f60e8d44a0263c.jpg,1,0
000001-407-_jpg.rf.04d4a23b1ad578b280699d93becab14c.jpg,0,1
18283_png.rf.735c02cc3bb58112c0137a9dcc28ab9a.jpg,1,0
20861_png.rf.dc05567fff98024b68e0a226e8e48033.jpg,1,0
000001-5008-_jpg.rf.893ec9eb4b4e561cbceae85fe1204edb.jpg,0,1
000001-11957-_jpg.rf.461a8b71d8d789291c39d8882af15c6a.jpg,0,1
14727_png.rf.4397ce34bf46eeafadcf862fd97ae41f.jpg,1,0
000001-9489-_jpg.rf.2f86317c344add308e2bec99159f9f50.jpg,0,1
000001-1636-_jpg.rf.3e7f29fe6bf69f55683a46609cbbe3b6.jpg,0,1
1028_jpg.rf.20c541bf85f21a7648c4067143234839.jpg,1,0
10381_jpg.rf.80db7b421d668a0d5340796e3ed0d6a5.jpg,1,0
25384_png.rf.66e9243a064669352d52fae75104666f.jpg,1,0
000001-4769-_jpg.rf.131e15987ed8426d96862c426ac0f81c.jpg,0,1
25363_png.rf.25f0671d76328af659c169eb620b657f.jpg,1,0
000001-2324-_jpg.rf.14f0602619b015984ebc9ad7bc5cb969.jpg,0,1
000001-43-_jpg.rf.91194e6a1c92327272aceb5d1ff5879b.jpg,0,1
000001-13165-_jpg.rf.6b529d813a69ce4e12ad1917257e116a.jpg,0,1
11824_jpg.rf.e2e6b6eb12ea0a66377be3f96294af07.jpg,1,0
20351_png.rf.ae96e1badb272041e43fb074e05cd42d.jpg,1,0
000001-8322-_jpg.rf.79533d75a20efaf50fbc33ad641e62e4.jpg,0,1
000001-5243-_jpg.rf.4fd4ed3d4ae008c62939ab98507a399a.jpg,0,1
20348_png.rf.97068f76bd8e9ac1830efde5cb95bcc5.jpg,1,0
000001-12023-_jpg.rf.761a15c7de677e4113d66c8a8f2824fb.jpg,0,1
000001-3053-_jpg.rf.4b527b1f28234037a20a960844db93f4.jpg,0,1
000001-699-_bmp.rf.3ebecdbd6ae1ed0e68d5b48f27904b74.jpg,0,1
16929_png.rf.c8e2ca4e38fdd0300e11e52e41e233a3.jpg,1,0
000001-11096-_jpg.rf.91ac227887f3d699779fcff40aeea947.jpg,0,1
16260_png.rf.a57d87da284a03bd2b0b14965dc87a8b.jpg,1,0
000001-7774-_jpg.rf.b8ac2243e01ab2245c7400e8e689bde1.jpg,0,1
1315_jpg.rf.37e844714cc4b466529dae3563405bcb.jpg,0,1
21792_png.rf.4c0b855c3fa239be98cb3e03daa8ad8f.jpg,1,0
18916_png.rf.e304eeccdc76824fe26172e0ad325eef.jpg,1,0
14469_png.rf.83fa6e8acc5b70465d24597d2223d225.jpg,1,0
16928_png.rf.ec7dfbd2ae7a1f2abcde753601de7988.jpg,1,0
000001-10390-_jpg.rf.725751cc42867dad6816cebc23253d87.jpg,0,1
24468_png.rf.1f8cfcf1052a7aec974728a2e513da8a.jpg,1,0
000001-904-_jpg.rf.fa67606a06e2689fb7a29cf4d8c90e8a.jpg,0,1
17163_png.rf.b7ad6e29ac03a69d82d97b83e36d4e1e.jpg,1,0
16365_png.rf.fa3e26e828908dd1fa649cff40cd9f5c.jpg,1,0
17933_png.rf.5788d06d0eaa2384e3217812703adc71.jpg,1,0
19901_png.rf.5547df904814225fcb1e68b81cf4d990.jpg,1,0
14426_png.rf.91b92c813b518aea7bab9ee76ec5fb9e.jpg,1,0
000001-9456-_jpg.rf.f22c4fda55472d30380ce388af4ac653.jpg,0,1
000001-7375-_jpg.rf.81d893408d4219bebca82240f1bd3c2b.jpg,0,1
14273_png.rf.ff342795f02f996bd139ef9a91b863d5.jpg,1,0
943_jpg.rf.52735f79110a9fc563f56aa27caaca04.jpg,0,1
000001-6975-_jpg.rf.308049c5ce9c319bbcab3ca73e1ac33d.jpg,0,1
19975_png.rf.696209e393b13b8cb9cb3b451e6c28a2.jpg,1,0
000001-5875-_jpg.rf.8f340b7b30e9b345c252938ad82d719c.jpg,0,1
000001-10356-_jpg.rf.3bde43be560416e2c3d94f88647736da.jpg,0,1
20926_png.rf.19e20f41dc3315e6a675ba848f232ada.jpg,1,0
000001-5181-_jpg.rf.7b46c17585086d39ca3c9117a8498414.jpg,0,1
2170_jpg.rf.eeac128c76ef6dc17205e31d123f9895.jpg,0,1
000001-12830-_jpg.rf.07e162c9e7efae75f8d4f7614b5ac48c.jpg,0,1
22576_png.rf.8b07deafa135614fba3795ac10df892c.jpg,1,0
16491_png.rf.7d159d4f04054aa4ab4bec8288c65684.jpg,1,0
13537_png.rf.96da84802b72ae2ca15e751df040cc2f.jpg,1,0
000001-12477-_jpg.rf.d0b74a7d8e6333905f1c16c977ec97d9.jpg,0,1
18299_png.rf.5369c43be656d4894a20d41a7f8e72bd.jpg,1,0
000001-8991-_jpg.rf.d7cc67cca4bfbe67aec5aa916db82aa6.jpg,0,1
22395_png.rf.99cd79802cb8c565767ebb43fa426752.jpg,1,0
000001-12006-_jpg.rf.d31ec3c3681dc482eb074fb94456144b.jpg,0,1
13844_png.rf.d5e8534fd3631bcd726b4f0a0ca118e7.jpg,1,0
000001-2100-_jpg.rf.54a65a565ee57a230fca5cb51daf3910.jpg,0,1
13777_png.rf.954b81fe900023095d6c895b8a0cdfc3.jpg,1,0
11225_jpg.rf.a89bda49ddbe16b87777e9fa23bbf8d1.jpg,1,0
000001-8705-_jpg.rf.2073c4617952663eeb9ef6a42e922a6d.jpg,0,1
000001-7979-_jpg.rf.0da32267143c4a29a999513499e79133.jpg,0,1
2117_jpg.rf.d6d84fa41fd17ab0858182c1295272d2.jpg,1,0
14697_png.rf.ac1172c68586644156602861bdad9f49.jpg,1,0
12694_jpg.rf.8c1cdaca15316db0bb8b2b27c9ca84f8.jpg,1,0
12470_jpg.rf.75bf74151fe56bd84c0d34df4c154921.jpg,1,0
000001-11797-_jpg.rf.f71445f0248f0ead759f380e32f54d72.jpg,0,1
10639_jpg.rf.f61f86861016fa1fd57dbb0f397ccbdb.jpg,1,0
000001-1836-_jpg.rf.b6ef25dcccd4f20565bf7b6a13d1c96a.jpg,0,1
000001-190-_bmp.rf.653c86b24fbbad8cb8cb4b1741b81aad.jpg,0,1
000001-68-_png.rf.de250c53571e958fef83c6681f55d1ce.jpg,0,1
000001-7416-_jpg.rf.31255a241aa91cf7088b827f49f71c1d.jpg,0,1
2704_jpg.rf.75d44df557126100997079465f07a487.jpg,1,0
19271_png.rf.bab1d813035f41e3ab697534719ce295.jpg,1,0
13733_png.rf.3a4fa1d5d3bf6545b5be41f8f8d0a65f.jpg,1,0
000001-10404-_jpg.rf.8b8fad20d7cb879470b6186dde31af52.jpg,0,1
20172_png.rf.86723df0f7da055f4027f4dd827e9cb4.jpg,1,0
25096_png.rf.5412c036d3bfac7f0273cb8357dc4889.jpg,1,0
25759_png.rf.94903bfeeaaa252c3e45549e926962df.jpg,1,0
000001-1159-_jpg.rf.7cac59f5b661608b8bdfabd43f1e9e3f.jpg,0,1
000001-9036-_jpg.rf.61684cfe0d90d91695df1a7881cbc73c.jpg,0,1
12976_jpg.rf.5890dc5dbad2da46134ece3a18742117.jpg,1,0
000001-288-_bmp.rf.34eca85e81158111669416274c6e76e6.jpg,0,1
13734_png.rf.b83933df23508e80b92b99531ec790c4.jpg,1,0
000001-1233-_jpg.rf.d883986c4e1a33a8997a20f40b886da1.jpg,0,1
3010_jpg.rf.8e7d48472a90f6bbb2234ee881b822a4.jpg,0,1
000001-8619-_jpg.rf.375bdc4f11267927d8fcd9c14782c42a.jpg,0,1
10447_jpg.rf.71d6a1bebf983af21e17ab04b587b0c4.jpg,1,0
000001-3381-_jpg.rf.76ec82e0d3332bdb87156fcd183a5c02.jpg,0,1
18917_png.rf.da1e2cf0a8b73532451fcb287676418a.jpg,1,0
000001-10228-_jpg.rf.c7f27d6221eeacb52d8ea1b06f6693fe.jpg,0,1
24432_png.rf.180a6f1d0aa589277caf67dcefc3c007.jpg,1,0
16177_png.rf.35cb713909d94273ba8de32de8cfaf71.jpg,1,0
25171_png.rf.b8a5f6fe33a5d1fa17ba4a2952cd4c37.jpg,1,0
1523_jpg.rf.caced6eded1288f4f9a2fa63492d8b9d.jpg,0,1
13156_png.rf.dfd99bd2e6f8079037920378e8e28d55.jpg,1,0
15184_png.rf.fdca09d466fc5e6868d8c02eaa7dbaff.jpg,1,0
000001-46-_bmp.rf.5266f8fb9d4ec455a7e170df231afc70.jpg,0,1
000001-8781-_jpg.rf.42fbbe5a8970f09a6e6c78e197c68dd2.jpg,0,1
18164_png.rf.7c6317e55d449c429d58a27174aa1024.jpg,1,0
000001-6588-_jpg.rf.a807c8469b0a918e0544bff8927cee62.jpg,0,1
000001-5869-_jpg.rf.0e1c2605087cd1623d89cd37fa1cb531.jpg,0,1
2945_jpg.rf.7a60db50c014120c83b3a2555fd2d89e.jpg,0,1
2357_jpg.rf.5c08a2311e5420a0ee32e39d10ab3b90.jpg,1,0
23491_png.rf.631dd902a1f323565f262b995a8a5fc6.jpg,1,0
24990_png.rf.c780007a64e51b0d0662d84a24784ed9.jpg,1,0
000001-5515-_jpg.rf.b6d737a11d4e81cb55841003df9eff91.jpg,0,1
000001-13777-_jpg.rf.cabff00dedd89d47319256bb2bd592d5.jpg,0,1
000001-8651-_jpg.rf.bea83da10f41e376d94b29bb4944df88.jpg,0,1
000001-14009-_jpg.rf.9970665b9aa48c30eac66ba75e591c74.jpg,0,1
17924_png.rf.598c4fcd8b111c0e42838daf4fe0b343.jpg,1,0
000001-9222-_jpg.rf.9017caf148409aa6bd60a6f904acaff7.jpg,0,1
1025_jpg.rf.c2873e24f48dab21aab28e58db749519.jpg,1,0
15861_png.rf.8d4c75c8b8fae24349ef80d4b76d03e1.jpg,1,0
13674_png.rf.72c8e9f193a7f90cd9b694ba222b96dc.jpg,1,0
000001-1061-_jpg.rf.4ea5181945f9207ce681fe8867a582d4.jpg,0,1
1036_jpg.rf.e75aac48dbd13cdfde6072ed58b73bc6.jpg,1,0
13358_png.rf.83ddaa55a6821d2a0bc5eadcd4759efe.jpg,1,0
16990_png.rf.69494fe132d9497181b3971a2678e516.jpg,1,0
000001-12068-_jpg.rf.11e3b41459f14f327b2c8cdb74b17af8.jpg,0,1
13743_png.rf.17a22c45ad98fb4c3a25dac01bd36c17.jpg,1,0
22893_png.rf.4fe11c7feb5622c2a0e61874fa94bf89.jpg,1,0
000001-5797-_jpg.rf.ff8d977a76a4170d4ec540617abca9d3.jpg,0,1
000001-6336-_jpg.rf.e20dea931220fc12239edec35b9d621c.jpg,0,1
10021_jpg.rf.44aa92413a10dd33ecdae683205cf51f.jpg,1,0
1688_jpg.rf.3afa4699b217c13036eea6735267434c.jpg,1,0
